"X","participant_id","option1","option2","option3","best_response","worst_response","best_rt","worst_rt","best","worst","run_id","section"
364,"sbj_blind_1","giallo, autostrada","cucchiaio, damigiana","giallo, satellite",3,2,2295,806,"giallo, satellite","cucchiaio, damigiana",4,"section 4"
365,"sbj_blind_1","diario, rana","candela, piatto","forchetta, equilatero",1,3,3224,526,"diario, rana","forchetta, equilatero",4,"section 4"
366,"sbj_blind_1","limone, cassettiera","spremiagrumi, caramella","leone, posacenere",2,1,2198,249,"spremiagrumi, caramella","limone, cassettiera",4,"section 4"
367,"sbj_blind_1","sole, eccentrico","sole, satellite","spremiagrumi, soglia",2,3,1819,871,"sole, satellite","spremiagrumi, soglia",4,"section 4"
368,"sbj_blind_1","cipolla, rana","cipolla, posacenere","stuzzicadenti, lattuga",1,3,1145,369,"cipolla, rana","stuzzicadenti, lattuga",4,"section 4"
369,"sbj_blind_1","coccodrillo, ciliegio","stuzzicadenti, posacenere","cavolo, panchina",1,3,1883,846,"coccodrillo, ciliegio","cavolo, panchina",4,"section 4"
370,"sbj_blind_1","fiammifero, agenda","blu, cassettiera","rosa, coccodrillo",2,3,2811,572,"blu, cassettiera","rosa, coccodrillo",4,"section 4"
371,"sbj_blind_1","cuscino, agenda","ciotola, menta","portafoglio, blu",3,1,1238,342,"portafoglio, blu","cuscino, agenda",4,"section 4"
372,"sbj_blind_1","sole, caramella","giallo, sega","bersaglio, autorità",2,3,2022,465,"giallo, sega","bersaglio, autorità",4,"section 4"
373,"sbj_blind_1","menta, cipolla","equilatero, panchina","lattuga, spinaci",3,2,687,619,"lattuga, spinaci","equilatero, panchina",4,"section 4"
374,"sbj_blind_1","equilatero, autorità","coperta, blu","verde, menta",3,1,4379,450,"verde, menta","equilatero, autorità",4,"section 4"
375,"sbj_blind_1","cavolo, coccodrillo","posacenere, autorità","crostino, mappa",1,3,2039,804,"cavolo, coccodrillo","crostino, mappa",4,"section 4"
376,"sbj_blind_1","portafoglio, rosa","ciotola, bidet","spinaci, sega",1,2,1953,732,"portafoglio, rosa","ciotola, bidet",4,"section 4"
377,"sbj_blind_1","diario, fiammifero","fiammifero, forchetta","portafoglio, mais",2,3,1961,649,"fiammifero, forchetta","portafoglio, mais",4,"section 4"
378,"sbj_blind_1","giallo, crostino","cuscino, mappa","spinaci, pomodoro",3,1,1204,848,"spinaci, pomodoro","giallo, crostino",4,"section 4"
379,"sbj_blind_1","timone, viola","limone, crostino","forchetta, mappa",2,3,1348,269,"limone, crostino","forchetta, mappa",4,"section 4"
380,"sbj_blind_1","braccialetto, rana","cucchiaio, timone","soglia, appuntamento",1,3,2750,460,"braccialetto, rana","soglia, appuntamento",4,"section 4"
381,"sbj_blind_1","verde, autostrada","viola, equilatero","succo, mappa",2,3,2077,355,"viola, equilatero","succo, mappa",4,"section 4"
382,"sbj_blind_1","coperta, stuzzicadenti","succo, cavolo","soglia, cassettiera",2,1,1269,312,"succo, cavolo","coperta, stuzzicadenti",4,"section 4"
383,"sbj_blind_1","verde, sega","cuscino, verde","diario, penna",3,1,1079,354,"diario, penna","verde, sega",4,"section 4"
384,"sbj_blind_1","crostino, autostrada","candela, portafoglio","﻿anello, crostino",2,1,3659,295,"candela, portafoglio","crostino, autostrada",4,"section 4"
385,"sbj_blind_1","panchina, documento","lavagna, autostrada","pidocchio, mappa",2,3,2821,257,"lavagna, autostrada","pidocchio, mappa",4,"section 4"
386,"sbj_blind_1","mappa, satellite","viola, spremiagrumi","lavagna, blu",3,2,3263,1246,"lavagna, blu","viola, spremiagrumi",4,"section 4"
387,"sbj_blind_1","portafoglio, eccentrico","succo, menta","succo, posacenere",2,3,2639,1289,"succo, menta","succo, posacenere",4,"section 4"
388,"sbj_blind_1","lattuga, appuntamento","forchetta, lavagna","verde, bidet",3,1,1003,653,"verde, bidet","lattuga, appuntamento",4,"section 4"
389,"sbj_blind_1","sole, spinaci","mais, damigiana","bidet, agenda",1,3,2323,706,"sole, spinaci","bidet, agenda",4,"section 4"
390,"sbj_blind_1","succo, lattuga","stuzzicadenti, caramella","forchetta, equilibrio",1,3,1424,732,"succo, lattuga","forchetta, equilibrio",4,"section 4"
391,"sbj_blind_1","diario, lavagna","viola, panchina","timone, mais",1,3,930,1188,"diario, lavagna","timone, mais",4,"section 4"
392,"sbj_blind_1","candela, blu","cuscino, panchina","portafoglio, viola",1,2,1695,499,"candela, blu","cuscino, panchina",4,"section 4"
393,"sbj_blind_1","lanterna, pidocchio","spremiagrumi, spinaci","diario, documento",3,1,1089,685,"diario, documento","lanterna, pidocchio",4,"section 4"
394,"sbj_blind_1","cucchiaio, rana","posacenere, libreria","verde, spinaci",3,1,1465,401,"verde, spinaci","cucchiaio, rana",4,"section 4"
395,"sbj_blind_1","crostino, documento","portafoglio, verde","ciotola, cassettiera",2,1,2132,427,"portafoglio, verde","crostino, documento",4,"section 4"
396,"sbj_blind_1","ciotola, autorità","panchina, cassettiera","fiammifero, sole",2,3,1412,356,"panchina, cassettiera","fiammifero, sole",4,"section 4"
397,"sbj_blind_1","piatto, mappa","penna, caramella","leone, lanterna",3,1,4569,414,"leone, lanterna","piatto, mappa",4,"section 4"
398,"sbj_blind_1","equilibrio, appuntamento","mais, documento","rana, equilatero",1,3,2579,282,"equilibrio, appuntamento","rana, equilatero",4,"section 4"
399,"sbj_blind_1","candela, penna","cipolla, satellite","leone, sega",3,1,1348,166,"leone, sega","candela, penna",4,"section 4"
400,"sbj_blind_1","coccodrillo, soglia","gessetto, ciliegio","satellite, equilibrio",3,1,2023,801,"satellite, equilibrio","coccodrillo, soglia",4,"section 4"
401,"sbj_blind_1","giallo, mappa","crostino, cassettiera","coccodrillo, libreria",1,3,1558,606,"giallo, mappa","coccodrillo, libreria",4,"section 4"
402,"sbj_blind_1","gessetto, cavolo","libreria, soglia","﻿anello, rana",1,3,4753,291,"gessetto, cavolo","﻿anello, rana",4,"section 4"
403,"sbj_blind_1","diario, autostrada","cucchiaio, mais","equilatero, sega",2,3,925,351,"cucchiaio, mais","equilatero, sega",4,"section 4"
404,"sbj_blind_1","fiammifero, autostrada","diario, succo","rana, satellite",3,1,3383,164,"rana, satellite","fiammifero, autostrada",4,"section 4"
405,"sbj_blind_1","cuscino, documento","bersaglio, soglia","portafoglio, timone",2,3,3364,167,"bersaglio, soglia","portafoglio, timone",4,"section 4"
406,"sbj_blind_1","bidet, autorità","fiammifero, blu","cavolo, soglia",3,1,805,603,"cavolo, soglia","bidet, autorità",4,"section 4"
407,"sbj_blind_1","lanterna, sega","leone, caramella","cucchiaio, stuzzicadenti",2,3,3322,326,"leone, caramella","cucchiaio, stuzzicadenti",4,"section 4"
408,"sbj_blind_1","eccentrico, satellite","giallo, libreria","penna, libreria",3,1,543,361,"penna, libreria","eccentrico, satellite",4,"section 4"
409,"sbj_blind_1","succo, documento","cipolla, mappa","leone, soglia",2,1,4745,336,"cipolla, mappa","succo, documento",4,"section 4"
410,"sbj_blind_1","cuscino, stuzzicadenti","cavolo, autorità","timone, limone",1,3,3044,188,"cuscino, stuzzicadenti","timone, limone",4,"section 4"
411,"sbj_blind_1","leone, damigiana","penna, leone","ciotola, ciliegio",3,2,1545,1115,"ciotola, ciliegio","penna, leone",4,"section 4"
412,"sbj_blind_1","bidet, pidocchio","forchetta, spremiagrumi","timone, equilatero",2,3,1592,1141,"forchetta, spremiagrumi","timone, equilatero",4,"section 4"
413,"sbj_blind_1","ciotola, lanterna","braccialetto, appuntamento","rosa, equilatero",2,1,3463,203,"braccialetto, appuntamento","ciotola, lanterna",4,"section 4"
414,"sbj_blind_1","candela, posacenere","lavagna, limone","lavagna, spinaci",2,3,2874,810,"lavagna, limone","lavagna, spinaci",4,"section 4"
415,"sbj_blind_1","verde, pomodoro","braccialetto, leone","lattuga, leone",1,3,1993,542,"verde, pomodoro","lattuga, leone",4,"section 4"
416,"sbj_blind_1","cuscino, viola","pidocchio, agenda","candela, pidocchio",1,2,782,463,"cuscino, viola","pidocchio, agenda",4,"section 4"
417,"sbj_blind_1","giallo, cipolla","menta, coccodrillo","cuscino, appuntamento",1,3,2172,404,"giallo, cipolla","cuscino, appuntamento",4,"section 4"
418,"sbj_blind_1","satellite, libreria","pidocchio, ciliegio","piatto, verde",3,1,865,396,"piatto, verde","satellite, libreria",4,"section 4"
419,"sbj_blind_1","penna, crostino","sole, leone","fiammifero, panchina",2,3,1101,1422,"sole, leone","fiammifero, panchina",4,"section 4"
420,"sbj_blind_1","candela, spinaci","ciotola, lavagna","cucchiaio, soglia",3,1,4026,234,"cucchiaio, soglia","candela, spinaci",4,"section 4"
421,"sbj_blind_1","coperta, bidet","bidet, soglia","coccodrillo, appuntamento",2,1,1202,185,"bidet, soglia","coperta, bidet",4,"section 4"
422,"sbj_blind_1","cuscino, fiammifero","giallo, caramella","damigiana, mappa",2,3,1225,397,"giallo, caramella","damigiana, mappa",4,"section 4"
423,"sbj_blind_1","diario, mais","﻿anello, soglia","autorità, soglia",1,3,3556,250,"diario, mais","autorità, soglia",4,"section 4"
424,"sbj_blind_1","rosa, caramella","cipolla, panchina","coperta, fiammifero",1,3,795,319,"rosa, caramella","coperta, fiammifero",4,"section 4"
425,"sbj_blind_1","diario, limone","forchetta, viola","diario, libreria",3,1,525,452,"diario, libreria","diario, limone",4,"section 4"
426,"sbj_blind_1","cuscino, spremiagrumi","coccodrillo, agenda","succo, equilatero",2,1,3059,412,"coccodrillo, agenda","cuscino, spremiagrumi",4,"section 4"
427,"sbj_blind_1","caramella, libreria","mappa, agenda","penna, stuzzicadenti",3,2,341,2824,"penna, stuzzicadenti","mappa, agenda",4,"section 4"
428,"sbj_blind_1","coperta, cavolo","crostino, satellite","ciotola, documento",1,3,5298,576,"coperta, cavolo","ciotola, documento",4,"section 4"
429,"sbj_blind_1","mais, leone","cuscino, lanterna","braccialetto, libreria",1,3,959,465,"mais, leone","braccialetto, libreria",4,"section 4"
430,"sbj_blind_1","penna, portafoglio","gessetto, rana","mais, crostino",3,1,1361,604,"mais, crostino","penna, portafoglio",4,"section 4"
431,"sbj_blind_1","verde, autorità","spinaci, cassettiera","cipolla, damigiana",3,2,1259,796,"cipolla, damigiana","spinaci, cassettiera",4,"section 4"
432,"sbj_blind_1","equilatero, bersaglio","verde, eccentrico","ciliegio, cassettiera",2,3,2972,293,"verde, eccentrico","ciliegio, cassettiera",4,"section 4"
433,"sbj_blind_1","candela, cipolla","braccialetto, bersaglio","rana, libreria",1,3,2342,284,"candela, cipolla","rana, libreria",4,"section 4"
434,"sbj_blind_1","ciotola, agenda","ciotola, equilatero","piatto, soglia",3,1,622,342,"piatto, soglia","ciotola, agenda",4,"section 4"
435,"sbj_blind_1","coccodrillo, lanterna","pidocchio, sega","damigiana, autostrada",2,3,1960,514,"pidocchio, sega","damigiana, autostrada",4,"section 4"
436,"sbj_blind_1","piatto, posacenere","libreria, bersaglio","coperta, agenda",1,3,811,233,"piatto, posacenere","coperta, agenda",4,"section 4"
437,"sbj_blind_1","﻿anello, bersaglio","pidocchio, soglia","candela, fiammifero",3,1,445,271,"candela, fiammifero","﻿anello, bersaglio",4,"section 4"
438,"sbj_blind_1","portafoglio, equilatero","gessetto, stuzzicadenti","limone, appuntamento",1,3,2263,274,"portafoglio, equilatero","limone, appuntamento",4,"section 4"
439,"sbj_blind_1","eccentrico, autorità","cucchiaio, rosa","sole, menta",3,1,476,477,"sole, menta","eccentrico, autorità",4,"section 4"
440,"sbj_blind_1","forchetta, ciliegio","sole, lanterna","﻿anello, sole",3,1,1973,285,"﻿anello, sole","forchetta, ciliegio",4,"section 4"
441,"sbj_blind_1","rosa, cassettiera","candela, crostino","fiammifero, posacenere",3,2,1117,602,"fiammifero, posacenere","candela, crostino",4,"section 4"
442,"sbj_blind_1","penna, rosa","posacenere, soglia","﻿anello, ciotola",3,1,1709,1164,"﻿anello, ciotola","penna, rosa",4,"section 4"
443,"sbj_blind_1","stuzzicadenti, bersaglio","rana, mappa","menta, ciliegio",3,2,793,687,"menta, ciliegio","rana, mappa",4,"section 4"
444,"sbj_blind_1","diario, blu","diario, caramella","fiammifero, crostino",1,3,1734,759,"diario, blu","fiammifero, crostino",4,"section 4"
445,"sbj_blind_1","succo, crostino","pomodoro, equilibrio","documento, autostrada",2,1,3175,307,"pomodoro, equilibrio","succo, crostino",4,"section 4"
446,"sbj_blind_1","limone, agenda","panchina, equilibrio","diario, stuzzicadenti",2,3,2956,259,"panchina, equilibrio","diario, stuzzicadenti",4,"section 4"
447,"sbj_blind_1","lattuga, satellite","spinaci, mais","cipolla, agenda",2,3,706,725,"spinaci, mais","cipolla, agenda",4,"section 4"
448,"sbj_blind_1","equilatero, libreria","ciotola, satellite","cavolo, eccentrico",2,1,2105,222,"ciotola, satellite","equilatero, libreria",4,"section 4"
449,"sbj_blind_1","mais, pidocchio","cuscino, lavagna","crostino, appuntamento",1,3,640,269,"mais, pidocchio","crostino, appuntamento",4,"section 4"
450,"sbj_blind_1","blu, eccentrico","penna, satellite","fiammifero, bersaglio",2,1,1936,325,"penna, satellite","blu, eccentrico",4,"section 4"
451,"sbj_blind_1","pomodoro, autostrada","diario, bidet","coperta, sega",3,2,2509,203,"coperta, sega","diario, bidet",4,"section 4"
452,"sbj_blind_1","diario, lattuga","equilatero, soglia","verde, panchina",3,1,456,479,"verde, panchina","diario, lattuga",4,"section 4"
453,"sbj_blind_1","coperta, cipolla","giallo, bersaglio","mais, autorità",2,3,546,283,"giallo, bersaglio","mais, autorità",4,"section 4"
454,"sbj_blind_1","menta, soglia","penna, soglia","cucchiaio, pomodoro",3,1,2807,2222,"cucchiaio, pomodoro","menta, soglia",4,"section 4"
455,"sbj_blind_1","diario, verde","braccialetto, penna","cucchiaio, gessetto",1,3,1509,335,"diario, verde","cucchiaio, gessetto",4,"section 4"
456,"sbj_blind_1","cuscino, limone","candela, bidet","forchetta, mais",3,2,1760,860,"forchetta, mais","candela, bidet",4,"section 4"
457,"sbj_blind_1","cuscino, cassettiera","succo, leone","sole, cavolo",1,3,1662,398,"cuscino, cassettiera","sole, cavolo",4,"section 4"
458,"sbj_blind_1","pomodoro, pidocchio","sole, rana","spinaci, leone",1,3,2675,230,"pomodoro, pidocchio","spinaci, leone",4,"section 4"
459,"sbj_blind_1","penna, menta","posacenere, agenda","piatto, rosa",3,1,820,382,"piatto, rosa","penna, menta",4,"section 4"
460,"sbj_blind_1","lavagna, bersaglio","bidet, damigiana","succo, cipolla",3,1,2188,1008,"succo, cipolla","lavagna, bersaglio",4,"section 4"
461,"sbj_blind_1","blu, autorità","gessetto, spremiagrumi","portafoglio, panchina",3,1,359,197,"portafoglio, panchina","blu, autorità",4,"section 4"
462,"sbj_blind_1","viola, libreria","cucchiaio, penna","spremiagrumi, bidet",1,3,794,815,"viola, libreria","spremiagrumi, bidet",4,"section 4"
463,"sbj_blind_1","fiammifero, eccentrico","pomodoro, crostino","mais, eccentrico",2,3,617,284,"pomodoro, crostino","mais, eccentrico",4,"section 4"
464,"sbj_blind_1","penna, damigiana","coperta, coccodrillo","giallo, eccentrico",1,3,2256,301,"penna, damigiana","giallo, eccentrico",4,"section 4"
465,"sbj_blind_1","lavagna, viola","cassettiera, appuntamento","spremiagrumi, menta",2,1,3036,510,"cassettiera, appuntamento","lavagna, viola",4,"section 4"
466,"sbj_blind_1","braccialetto, posacenere","diario, lanterna","forchetta, lanterna",3,1,525,354,"forchetta, lanterna","braccialetto, posacenere",4,"section 4"
467,"sbj_blind_1","spremiagrumi, appuntamento","penna, sole","pomodoro, bersaglio",1,3,2017,318,"spremiagrumi, appuntamento","pomodoro, bersaglio",4,"section 4"
468,"sbj_blind_1","panchina, mappa","satellite, agenda","lattuga, eccentrico",2,1,1427,283,"satellite, agenda","panchina, mappa",4,"section 4"
469,"sbj_blind_1","lavagna, stuzzicadenti","blu, spremiagrumi","rosa, lanterna",3,1,1106,473,"rosa, lanterna","lavagna, stuzzicadenti",4,"section 4"
470,"sbj_blind_1","gessetto, menta","gessetto, equilibrio","cucchiaio, satellite",2,3,1291,212,"gessetto, equilibrio","cucchiaio, satellite",4,"section 4"
471,"sbj_blind_1","rosa, cipolla","penna, timone","﻿anello, satellite",2,1,2872,547,"penna, timone","rosa, cipolla",4,"section 4"
472,"sbj_blind_1","viola, appuntamento","candela, limone","penna, rana",2,3,1559,305,"candela, limone","penna, rana",4,"section 4"
