"option1","option2","option3","word1","word2","word3","word4","word5","word6"
"sole, mappa","damigiana, agenda","cavolo, lattuga","sole","mappa","damigiana","agenda","cavolo","lattuga"
"gessetto, menta","forchetta, viola","coccodrillo, libreria","gessetto","menta","forchetta","viola","coccodrillo","libreria"
"damigiana, mappa","braccialetto, equilatero","pomodoro, cipolla","damigiana","mappa","braccialetto","equilatero","pomodoro","cipolla"
"spremiagrumi, appuntamento","stuzzicadenti, lanterna","penna, giallo","spremiagrumi","appuntamento","stuzzicadenti","lanterna","penna","giallo"
"soglia, appuntamento","equilatero, mappa","verde, autostrada","soglia","appuntamento","equilatero","mappa","verde","autostrada"
"piatto, cassettiera","diario, ciliegio","giallo, documento","piatto","cassettiera","diario","ciliegio","giallo","documento"
"timone, equilibrio","forchetta, limone","posacenere, pidocchio","timone","equilibrio","forchetta","limone","posacenere","pidocchio"
"forchetta, timone","stuzzicadenti, eccentrico","cavolo, lanterna","forchetta","timone","stuzzicadenti","eccentrico","cavolo","lanterna"
"braccialetto, candela","gessetto, appuntamento","lanterna, agenda","braccialetto","candela","gessetto","appuntamento","lanterna","agenda"
"panchina, damigiana","timone, mais","bidet, agenda","panchina","damigiana","timone","mais","bidet","agenda"
"leone, soglia","bidet, appuntamento","timone, verde","leone","soglia","bidet","appuntamento","timone","verde"
"cuscino, satellite","cipolla, appuntamento","spinaci, pidocchio","cuscino","satellite","cipolla","appuntamento","spinaci","pidocchio"
"succo, leone","﻿anello, forchetta","sole, spinaci","succo","leone","﻿anello","forchetta","sole","spinaci"
"panchina, mappa","leone, mappa","sole, equilibrio","panchina","mappa","leone","mappa","sole","equilibrio"
"cuscino, equilatero","fiammifero, bersaglio","panchina, equilibrio","cuscino","equilatero","fiammifero","bersaglio","panchina","equilibrio"
"giallo, sega","succo, agenda","cipolla, satellite","giallo","sega","succo","agenda","cipolla","satellite"
"rosa, limone","spinaci, equilatero","timone, menta","rosa","limone","spinaci","equilatero","timone","menta"
"fiammifero, penna","cucchiaio, limone","posacenere, mappa","fiammifero","penna","cucchiaio","limone","posacenere","mappa"
"verde, damigiana","spremiagrumi, autorità","mais, agenda","verde","damigiana","spremiagrumi","autorità","mais","agenda"
"verde, mais","spremiagrumi, cipolla","rosa, pomodoro","verde","mais","spremiagrumi","cipolla","rosa","pomodoro"
"portafoglio, rana","verde, soglia","diario, autostrada","portafoglio","rana","verde","soglia","diario","autostrada"
"rana, autostrada","viola, lanterna","fiammifero, autorità","rana","autostrada","viola","lanterna","fiammifero","autorità"
"sole, equilatero","lattuga, damigiana","lavagna, sega","sole","equilatero","lattuga","damigiana","lavagna","sega"
"penna, mais","leone, autorità","coperta, portafoglio","penna","mais","leone","autorità","coperta","portafoglio"
"spremiagrumi, crostino","forchetta, posacenere","leone, damigiana","spremiagrumi","crostino","forchetta","posacenere","leone","damigiana"
"timone, autorità","cucchiaio, ciliegio","limone, cassettiera","timone","autorità","cucchiaio","ciliegio","limone","cassettiera"
"equilibrio, autostrada","penna, equilibrio","pidocchio, sega","equilibrio","autostrada","penna","equilibrio","pidocchio","sega"
"braccialetto, bidet","piatto, pomodoro","spremiagrumi, damigiana","braccialetto","bidet","piatto","pomodoro","spremiagrumi","damigiana"
"rosa, pidocchio","forchetta, damigiana","gessetto, giallo","rosa","pidocchio","forchetta","damigiana","gessetto","giallo"
"verde, pidocchio","cavolo, ciliegio","coccodrillo, eccentrico","verde","pidocchio","cavolo","ciliegio","coccodrillo","eccentrico"
"forchetta, coccodrillo","forchetta, sega","﻿anello, damigiana","forchetta","coccodrillo","forchetta","sega","﻿anello","damigiana"
"limone, ciliegio","candela, cassettiera","limone, lanterna","limone","ciliegio","candela","cassettiera","limone","lanterna"
"viola, rana","verde, mappa","spremiagrumi, ciliegio","viola","rana","verde","mappa","spremiagrumi","ciliegio"
"libreria, agenda","crostino, autostrada","stuzzicadenti, damigiana","libreria","agenda","crostino","autostrada","stuzzicadenti","damigiana"
"limone, caramella","rosa, libreria","braccialetto, caramella","limone","caramella","rosa","libreria","braccialetto","caramella"
"lanterna, ciliegio","verde, blu","lavagna, piatto","lanterna","ciliegio","verde","blu","lavagna","piatto"
"eccentrico, cassettiera","succo, autostrada","pomodoro, panchina","eccentrico","cassettiera","succo","autostrada","pomodoro","panchina"
"sega, ciliegio","candela, mappa","caramella, libreria","sega","ciliegio","candela","mappa","caramella","libreria"
"succo, cipolla","portafoglio, limone","giallo, equilibrio","succo","cipolla","portafoglio","limone","giallo","equilibrio"
"blu, ciliegio","cipolla, rana","rosa, leone","blu","ciliegio","cipolla","rana","rosa","leone"
"leone, panchina","lavagna, ciliegio","forchetta, crostino","leone","panchina","lavagna","ciliegio","forchetta","crostino"
"coperta, forchetta","pidocchio, cassettiera","pomodoro, autostrada","coperta","forchetta","pidocchio","cassettiera","pomodoro","autostrada"
"diario, bersaglio","diario, sega","stuzzicadenti, pidocchio","diario","bersaglio","diario","sega","stuzzicadenti","pidocchio"
"sole, autorità","verde, lattuga","ciotola, forchetta","sole","autorità","verde","lattuga","ciotola","forchetta"
"satellite, soglia","gessetto, pomodoro","blu, crostino","satellite","soglia","gessetto","pomodoro","blu","crostino"
"forchetta, spinaci","ciotola, cipolla","candela, gessetto","forchetta","spinaci","ciotola","cipolla","candela","gessetto"
"spinaci, cipolla","viola, autorità","posacenere, cassettiera","spinaci","cipolla","viola","autorità","posacenere","cassettiera"
"rana, coccodrillo","succo, crostino","coperta, lanterna","rana","coccodrillo","succo","crostino","coperta","lanterna"
"pidocchio, soglia","spinaci, mappa","lattuga, cassettiera","pidocchio","soglia","spinaci","mappa","lattuga","cassettiera"
"spremiagrumi, eccentrico","﻿anello, autorità","cavolo, autorità","spremiagrumi","eccentrico","﻿anello","autorità","cavolo","autorità"
"viola, caramella","piatto, lattuga","leone, satellite","viola","caramella","piatto","lattuga","leone","satellite"
"giallo, cipolla","pomodoro, lanterna","mappa, bersaglio","giallo","cipolla","pomodoro","lanterna","mappa","bersaglio"
"piatto, satellite","rana, documento","cipolla, soglia","piatto","satellite","rana","documento","cipolla","soglia"
"viola, rosa","rosa, appuntamento","lavagna, bersaglio","viola","rosa","rosa","appuntamento","lavagna","bersaglio"
"ciotola, cassettiera","bersaglio, cassettiera","timone, caramella","ciotola","cassettiera","bersaglio","cassettiera","timone","caramella"
"penna, blu","lanterna, sega","timone, cipolla","penna","blu","lanterna","sega","timone","cipolla"
"gessetto, succo","giallo, equilatero","sega, libreria","gessetto","succo","giallo","equilatero","sega","libreria"
"verde, crostino","coccodrillo, satellite","candela, sole","verde","crostino","coccodrillo","satellite","candela","sole"
"lanterna, autorità","diario, cassettiera","spinaci, crostino","lanterna","autorità","diario","cassettiera","spinaci","crostino"
"﻿anello, pidocchio","candela, lattuga","cucchiaio, libreria","﻿anello","pidocchio","candela","lattuga","cucchiaio","libreria"
"spremiagrumi, mais","verde, coccodrillo","blu, lanterna","spremiagrumi","mais","verde","coccodrillo","blu","lanterna"
"lattuga, autostrada","posacenere, equilibrio","﻿anello, crostino","lattuga","autostrada","posacenere","equilibrio","﻿anello","crostino"
"sole, menta","﻿anello, autostrada","forchetta, cavolo","sole","menta","﻿anello","autostrada","forchetta","cavolo"
"succo, cavolo","sole, posacenere","documento, cassettiera","succo","cavolo","sole","posacenere","documento","cassettiera"
"gessetto, stuzzicadenti","succo, menta","cuscino, diario","gessetto","stuzzicadenti","succo","menta","cuscino","diario"
"coperta, pomodoro","eccentrico, crostino","lattuga, appuntamento","coperta","pomodoro","eccentrico","crostino","lattuga","appuntamento"
"portafoglio, cavolo","fiammifero, blu","diario, blu","portafoglio","cavolo","fiammifero","blu","diario","blu"
"lavagna, pidocchio","fiammifero, soglia","timone, damigiana","lavagna","pidocchio","fiammifero","soglia","timone","damigiana"
"cipolla, leone","cuscino, timone","menta, sega","cipolla","leone","cuscino","timone","menta","sega"
"lavagna, equilibrio","portafoglio, succo","eccentrico, autorità","lavagna","equilibrio","portafoglio","succo","eccentrico","autorità"
"diario, satellite","blu, mappa","forchetta, documento","diario","satellite","blu","mappa","forchetta","documento"
"braccialetto, penna","coperta, pidocchio","ciotola, rosa","braccialetto","penna","coperta","pidocchio","ciotola","rosa"
"rana, cassettiera","lattuga, bidet","braccialetto, coccodrillo","rana","cassettiera","lattuga","bidet","braccialetto","coccodrillo"
"cavolo, damigiana","diario, panchina","ciotola, damigiana","cavolo","damigiana","diario","panchina","ciotola","damigiana"
"fiammifero, lavagna","giallo, cavolo","cipolla, ciliegio","fiammifero","lavagna","giallo","cavolo","cipolla","ciliegio"
"cuscino, limone","candela, forchetta","bidet, mappa","cuscino","limone","candela","forchetta","bidet","mappa"
"ciliegio, soglia","timone, rosa","mais, rana","ciliegio","soglia","timone","rosa","mais","rana"
"lavagna, satellite","gessetto, coccodrillo","cucchiaio, lanterna","lavagna","satellite","gessetto","coccodrillo","cucchiaio","lanterna"
"rana, autorità","braccialetto, verde","﻿anello, succo","rana","autorità","braccialetto","verde","﻿anello","succo"
"blu, equilibrio","cuscino, menta","limone, autorità","blu","equilibrio","cuscino","menta","limone","autorità"
"coperta, ciliegio","limone, autostrada","lavagna, portafoglio","coperta","ciliegio","limone","autostrada","lavagna","portafoglio"
"cuscino, bidet","timone, satellite","pidocchio, mappa","cuscino","bidet","timone","satellite","pidocchio","mappa"
"giallo, bidet","coccodrillo, damigiana","diario, giallo","giallo","bidet","coccodrillo","damigiana","diario","giallo"
"viola, pidocchio","piatto, giallo","diario, coccodrillo","viola","pidocchio","piatto","giallo","diario","coccodrillo"
"pomodoro, libreria","sole, agenda","penna, piatto","pomodoro","libreria","sole","agenda","penna","piatto"
"cuscino, autostrada","diario, documento","viola, leone","cuscino","autostrada","diario","documento","viola","leone"
"coccodrillo, soglia","penna, damigiana","diario, lattuga","coccodrillo","soglia","penna","damigiana","diario","lattuga"
"menta, documento","lavagna, mappa","leone, eccentrico","menta","documento","lavagna","mappa","leone","eccentrico"
"leone, sega","candela, piatto","fiammifero, pomodoro","leone","sega","candela","piatto","fiammifero","pomodoro"
"﻿anello, appuntamento","eccentrico, damigiana","piatto, succo","﻿anello","appuntamento","eccentrico","damigiana","piatto","succo"
"fiammifero, damigiana","lanterna, eccentrico","viola, soglia","fiammifero","damigiana","lanterna","eccentrico","viola","soglia"
"ciotola, caramella","rosa, bidet","limone, eccentrico","ciotola","caramella","rosa","bidet","limone","eccentrico"
"limone, panchina","piatto, stuzzicadenti","diario, verde","limone","panchina","piatto","stuzzicadenti","diario","verde"
"bidet, caramella","spremiagrumi, documento","damigiana, documento","bidet","caramella","spremiagrumi","documento","damigiana","documento"
"lanterna, panchina","ciotola, cuscino","piatto, bersaglio","lanterna","panchina","ciotola","cuscino","piatto","bersaglio"
"soglia, cassettiera","cavolo, mais","lavagna, stuzzicadenti","soglia","cassettiera","cavolo","mais","lavagna","stuzzicadenti"
"blu, satellite","spremiagrumi, mappa","diario, rosa","blu","satellite","spremiagrumi","mappa","diario","rosa"
"blu, pidocchio","coperta, cipolla","cucchiaio, forchetta","blu","pidocchio","coperta","cipolla","cucchiaio","forchetta"
"crostino, damigiana","forchetta, piatto","candela, blu","crostino","damigiana","forchetta","piatto","candela","blu"
"coperta, caramella","verde, cassettiera","﻿anello, braccialetto","coperta","caramella","verde","cassettiera","﻿anello","braccialetto"
"sole, cavolo","rana, bidet","verde, cavolo","sole","cavolo","rana","bidet","verde","cavolo"
"giallo, lanterna","coperta, limone","cipolla, equilibrio","giallo","lanterna","coperta","limone","cipolla","equilibrio"
"spremiagrumi, agenda","crostino, agenda","piatto, coccodrillo","spremiagrumi","agenda","crostino","agenda","piatto","coccodrillo"
"gessetto, penna","pomodoro, rana","penna, crostino","gessetto","penna","pomodoro","rana","penna","crostino"
"﻿anello, stuzzicadenti","ciotola, mais","braccialetto, ciliegio","﻿anello","stuzzicadenti","ciotola","mais","braccialetto","ciliegio"
"stuzzicadenti, pomodoro","leone, libreria","ciotola, verde","stuzzicadenti","pomodoro","leone","libreria","ciotola","verde"
"coperta, autostrada","verde, ciliegio","lattuga, sega","coperta","autostrada","verde","ciliegio","lattuga","sega"
"lavagna, caramella","lattuga, coccodrillo","verde, satellite","lavagna","caramella","lattuga","coccodrillo","verde","satellite"
"autorità, appuntamento","rosa, cassettiera","spinaci, bidet","autorità","appuntamento","rosa","cassettiera","spinaci","bidet"
"leone, pidocchio","cipolla, crostino","coperta, verde","leone","pidocchio","cipolla","crostino","coperta","verde"
"diario, damigiana","giallo, cassettiera","caramella, autostrada","diario","damigiana","giallo","cassettiera","caramella","autostrada"
"ciotola, agenda","libreria, cassettiera","candela, verde","ciotola","agenda","libreria","cassettiera","candela","verde"
"caramella, damigiana","coperta, bidet","viola, mais","caramella","damigiana","coperta","bidet","viola","mais"
"rana, eccentrico","﻿anello, menta","stuzzicadenti, spremiagrumi","rana","eccentrico","﻿anello","menta","stuzzicadenti","spremiagrumi"
"sole, mais","giallo, ciliegio","documento, autostrada","sole","mais","giallo","ciliegio","documento","autostrada"
"stuzzicadenti, autostrada","fiammifero, equilibrio","piatto, portafoglio","stuzzicadenti","autostrada","fiammifero","equilibrio","piatto","portafoglio"
"agenda, bersaglio","penna, libreria","timone, rana","agenda","bersaglio","penna","libreria","timone","rana"
"cucchiaio, satellite","stuzzicadenti, spinaci","coperta, satellite","cucchiaio","satellite","stuzzicadenti","spinaci","coperta","satellite"
"damigiana, sega","viola, crostino","cucchiaio, succo","damigiana","sega","viola","crostino","cucchiaio","succo"
"fiammifero, pidocchio","candela, cavolo","giallo, lattuga","fiammifero","pidocchio","candela","cavolo","giallo","lattuga"
"coperta, damigiana","fiammifero, viola","autostrada, autorità","coperta","damigiana","fiammifero","viola","autostrada","autorità"
"mappa, documento","viola, cavolo","cuscino, agenda","mappa","documento","viola","cavolo","cuscino","agenda"
"mappa, satellite","limone, cipolla","﻿anello, verde","mappa","satellite","limone","cipolla","﻿anello","verde"
"penna, succo","limone, bidet","verde, spinaci","penna","succo","limone","bidet","verde","spinaci"
"forchetta, eccentrico","viola, ciliegio","cuscino, eccentrico","forchetta","eccentrico","viola","ciliegio","cuscino","eccentrico"
"blu, pomodoro","lavagna, timone","cucchiaio, eccentrico","blu","pomodoro","lavagna","timone","cucchiaio","eccentrico"
"spremiagrumi, spinaci","posacenere, soglia","portafoglio, spremiagrumi","spremiagrumi","spinaci","posacenere","soglia","portafoglio","spremiagrumi"
"timone, pomodoro","leone, equilibrio","candela, diario","timone","pomodoro","leone","equilibrio","candela","diario"
"cucchiaio, bidet","damigiana, cassettiera","viola, spremiagrumi","cucchiaio","bidet","damigiana","cassettiera","viola","spremiagrumi"
"fiammifero, lanterna","posacenere, caramella","crostino, equilibrio","fiammifero","lanterna","posacenere","caramella","crostino","equilibrio"
"portafoglio, pidocchio","portafoglio, sole","menta, equilibrio","portafoglio","pidocchio","portafoglio","sole","menta","equilibrio"
"damigiana, autostrada","portafoglio, soglia","mais, documento","damigiana","autostrada","portafoglio","soglia","mais","documento"
"coccodrillo, equilatero","sole, damigiana","candela, pidocchio","coccodrillo","equilatero","sole","damigiana","candela","pidocchio"
"menta, cassettiera","gessetto, equilatero","coperta, panchina","menta","cassettiera","gessetto","equilatero","coperta","panchina"
"cucchiaio, pidocchio","spremiagrumi, satellite","cucchiaio, portafoglio","cucchiaio","pidocchio","spremiagrumi","satellite","cucchiaio","portafoglio"
"agenda, cassettiera","braccialetto, leone","sega, satellite","agenda","cassettiera","braccialetto","leone","sega","satellite"
"limone, crostino","ciotola, leone","timone, posacenere","limone","crostino","ciotola","leone","timone","posacenere"
"lavagna, autorità","fiammifero, cavolo","ciotola, spremiagrumi","lavagna","autorità","fiammifero","cavolo","ciotola","spremiagrumi"
"sole, panchina","succo, mais","leone, ciliegio","sole","panchina","succo","mais","leone","ciliegio"
"diario, agenda","diario, portafoglio","lattuga, equilatero","diario","agenda","diario","portafoglio","lattuga","equilatero"
"fiammifero, posacenere","﻿anello, coccodrillo","braccialetto, piatto","fiammifero","posacenere","﻿anello","coccodrillo","braccialetto","piatto"
"cuscino, piatto","sole, sega","sole, soglia","cuscino","piatto","sole","sega","sole","soglia"
"giallo, sole","coccodrillo, lanterna","cucchiaio, caramella","giallo","sole","coccodrillo","lanterna","cucchiaio","caramella"
"satellite, appuntamento","ciotola, equilatero","limone, pidocchio","satellite","appuntamento","ciotola","equilatero","limone","pidocchio"
"mappa, equilibrio","coccodrillo, autostrada","cucchiaio, giallo","mappa","equilibrio","coccodrillo","autostrada","cucchiaio","giallo"
"giallo, soglia","timone, leone","coccodrillo, posacenere","giallo","soglia","timone","leone","coccodrillo","posacenere"
"coperta, viola","candela, autorità","timone, spremiagrumi","coperta","viola","candela","autorità","timone","spremiagrumi"
"timone, agenda","posacenere, documento","ciotola, lavagna","timone","agenda","posacenere","documento","ciotola","lavagna"
"ciotola, cavolo","ciotola, posacenere","penna, autostrada","ciotola","cavolo","ciotola","posacenere","penna","autostrada"
"cuscino, spremiagrumi","spremiagrumi, equilibrio","cuscino, leone","cuscino","spremiagrumi","spremiagrumi","equilibrio","cuscino","leone"
"lanterna, bersaglio","viola, cassettiera","cuscino, appuntamento","lanterna","bersaglio","viola","cassettiera","cuscino","appuntamento"
"forchetta, spremiagrumi","ciotola, blu","candela, spremiagrumi","forchetta","spremiagrumi","ciotola","blu","candela","spremiagrumi"
"cipolla, libreria","coperta, appuntamento","spinaci, soglia","cipolla","libreria","coperta","appuntamento","spinaci","soglia"
"lanterna, documento","equilibrio, agenda","penna, pidocchio","lanterna","documento","equilibrio","agenda","penna","pidocchio"
"lavagna, rosa","ciotola, pomodoro","cipolla, agenda","lavagna","rosa","ciotola","pomodoro","cipolla","agenda"
"diario, limone","﻿anello, ciliegio","gessetto, cassettiera","diario","limone","﻿anello","ciliegio","gessetto","cassettiera"
"cavolo, appuntamento","leone, documento","panchina, documento","cavolo","appuntamento","leone","documento","panchina","documento"
"cucchiaio, lattuga","menta, equilatero","limone, sega","cucchiaio","lattuga","menta","equilatero","limone","sega"
"pomodoro, autorità","cipolla, mappa","timone, spinaci","pomodoro","autorità","cipolla","mappa","timone","spinaci"
"diario, piatto","lanterna, libreria","blu, autorità","diario","piatto","lanterna","libreria","blu","autorità"
"braccialetto, soglia","candela, limone","timone, lanterna","braccialetto","soglia","candela","limone","timone","lanterna"
"candela, bidet","candela, menta","fiammifero, libreria","candela","bidet","candela","menta","fiammifero","libreria"
"limone, lattuga","verde, lanterna","mais, soglia","limone","lattuga","verde","lanterna","mais","soglia"
"crostino, satellite","piatto, pidocchio","ciotola, piatto","crostino","satellite","piatto","pidocchio","ciotola","piatto"
"gessetto, rana","braccialetto, coperta","rana, agenda","gessetto","rana","braccialetto","coperta","rana","agenda"
"lavagna, agenda","posacenere, panchina","fiammifero, leone","lavagna","agenda","posacenere","panchina","fiammifero","leone"
"pidocchio, appuntamento","verde, equilatero","verde, appuntamento","pidocchio","appuntamento","verde","equilatero","verde","appuntamento"
"cavolo, mappa","sole, caramella","fiammifero, verde","cavolo","mappa","sole","caramella","fiammifero","verde"
"sega, cassettiera","sega, mappa","rosa, agenda","sega","cassettiera","sega","mappa","rosa","agenda"
"coccodrillo, bersaglio","autostrada, cassettiera","cipolla, mais","coccodrillo","bersaglio","autostrada","cassettiera","cipolla","mais"
"forchetta, ciliegio","ciotola, viola","spinaci, leone","forchetta","ciliegio","ciotola","viola","spinaci","leone"
"damigiana, ciliegio","braccialetto, mappa","lattuga, lanterna","damigiana","ciliegio","braccialetto","mappa","lattuga","lanterna"
"satellite, equilibrio","cavolo, agenda","panchina, satellite","satellite","equilibrio","cavolo","agenda","panchina","satellite"
"stuzzicadenti, appuntamento","portafoglio, bersaglio","﻿anello, diario","stuzzicadenti","appuntamento","portafoglio","bersaglio","﻿anello","diario"
"lavagna, cipolla","diario, crostino","sole, cipolla","lavagna","cipolla","diario","crostino","sole","cipolla"
"piatto, crostino","gessetto, cipolla","cucchiaio, lavagna","piatto","crostino","gessetto","cipolla","cucchiaio","lavagna"
"forchetta, penna","autorità, cassettiera","candela, penna","forchetta","penna","autorità","cassettiera","candela","penna"
"panchina, caramella","spremiagrumi, equilatero","candela, timone","panchina","caramella","spremiagrumi","equilatero","candela","timone"
"candela, cuscino","cavolo, bersaglio","lavagna, coccodrillo","candela","cuscino","cavolo","bersaglio","lavagna","coccodrillo"
"cucchiaio, gessetto","ciotola, bersaglio","eccentrico, panchina","cucchiaio","gessetto","ciotola","bersaglio","eccentrico","panchina"
"blu, coccodrillo","﻿anello, giallo","cucchiaio, equilatero","blu","coccodrillo","﻿anello","giallo","cucchiaio","equilatero"
"﻿anello, libreria","braccialetto, cavolo","coperta, menta","﻿anello","libreria","braccialetto","cavolo","coperta","menta"
"diario, forchetta","mappa, soglia","piatto, autostrada","diario","forchetta","mappa","soglia","piatto","autostrada"
"candela, cucchiaio","posacenere, satellite","rosa, mappa","candela","cucchiaio","posacenere","satellite","rosa","mappa"
"portafoglio, satellite","lattuga, eccentrico","eccentrico, libreria","portafoglio","satellite","lattuga","eccentrico","eccentrico","libreria"
"cucchiaio, soglia","stuzzicadenti, verde","verde, documento","cucchiaio","soglia","stuzzicadenti","verde","verde","documento"
"equilibrio, cassettiera","lattuga, autorità","menta, libreria","equilibrio","cassettiera","lattuga","autorità","menta","libreria"
"braccialetto, cuscino","﻿anello, portafoglio","candela, eccentrico","braccialetto","cuscino","﻿anello","portafoglio","candela","eccentrico"
"gessetto, portafoglio","menta, eccentrico","lavagna, equilatero","gessetto","portafoglio","menta","eccentrico","lavagna","equilatero"
"coperta, rosa","spremiagrumi, lattuga","gessetto, panchina","coperta","rosa","spremiagrumi","lattuga","gessetto","panchina"
"gessetto, caramella","rana, crostino","crostino, mappa","gessetto","caramella","rana","crostino","crostino","mappa"
"verde, autorità","cuscino, pidocchio","forchetta, caramella","verde","autorità","cuscino","pidocchio","forchetta","caramella"
"gessetto, mappa","spremiagrumi, soglia","lavagna, damigiana","gessetto","mappa","spremiagrumi","soglia","lavagna","damigiana"
"cucchiaio, leone","menta, autostrada","timone, lattuga","cucchiaio","leone","menta","autostrada","timone","lattuga"
"candela, leone","﻿anello, rosa","braccialetto, appuntamento","candela","leone","﻿anello","rosa","braccialetto","appuntamento"
"lavagna, leone","penna, panchina","stuzzicadenti, equilibrio","lavagna","leone","penna","panchina","stuzzicadenti","equilibrio"
"piatto, bidet","agenda, soglia","portafoglio, verde","piatto","bidet","agenda","soglia","portafoglio","verde"
"gessetto, spinaci","penna, equilatero","sole, bersaglio","gessetto","spinaci","penna","equilatero","sole","bersaglio"
"forchetta, soglia","cuscino, forchetta","coperta, spremiagrumi","forchetta","soglia","cuscino","forchetta","coperta","spremiagrumi"
"rosa, autorità","eccentrico, autostrada","diario, posacenere","rosa","autorità","eccentrico","autostrada","diario","posacenere"
"timone, documento","lavagna, spremiagrumi","limone, mais","timone","documento","lavagna","spremiagrumi","limone","mais"
"blu, libreria","spremiagrumi, menta","cuscino, lattuga","blu","libreria","spremiagrumi","menta","cuscino","lattuga"
"limone, damigiana","giallo, viola","viola, mappa","limone","damigiana","giallo","viola","viola","mappa"
"timone, succo","piatto, limone","verde, viola","timone","succo","piatto","limone","verde","viola"
"spinaci, pomodoro","agenda, appuntamento","caramella, agenda","spinaci","pomodoro","agenda","appuntamento","caramella","agenda"
"gessetto, damigiana","﻿anello, coperta","gessetto, eccentrico","gessetto","damigiana","﻿anello","coperta","gessetto","eccentrico"
"﻿anello, cucchiaio","menta, bersaglio","sole, leone","﻿anello","cucchiaio","menta","bersaglio","sole","leone"
"piatto, sole","braccialetto, lanterna","sole, eccentrico","piatto","sole","braccialetto","lanterna","sole","eccentrico"
"piatto, rosa","damigiana, appuntamento","satellite, bersaglio","piatto","rosa","damigiana","appuntamento","satellite","bersaglio"
"cucchiaio, spremiagrumi","spinaci, damigiana","viola, bidet","cucchiaio","spremiagrumi","spinaci","damigiana","viola","bidet"
"giallo, succo","equilatero, appuntamento","cucchiaio, stuzzicadenti","giallo","succo","equilatero","appuntamento","cucchiaio","stuzzicadenti"
"candela, agenda","forchetta, succo","mais, sega","candela","agenda","forchetta","succo","mais","sega"
"stuzzicadenti, succo","sole, lanterna","spremiagrumi, bersaglio","stuzzicadenti","succo","sole","lanterna","spremiagrumi","bersaglio"
"succo, panchina","limone, posacenere","equilatero, libreria","succo","panchina","limone","posacenere","equilatero","libreria"
"cavolo, cassettiera","ciotola, menta","equilatero, caramella","cavolo","cassettiera","ciotola","menta","equilatero","caramella"
"mais, satellite","forchetta, autorità","verde, libreria","mais","satellite","forchetta","autorità","verde","libreria"
"﻿anello, limone","pidocchio, ciliegio","lattuga, leone","﻿anello","limone","pidocchio","ciliegio","lattuga","leone"
"piatto, leone","gessetto, sole","coperta, mappa","piatto","leone","gessetto","sole","coperta","mappa"
"cavolo, libreria","coperta, bersaglio","rosa, eccentrico","cavolo","libreria","coperta","bersaglio","rosa","eccentrico"
"penna, lattuga","portafoglio, lattuga","posacenere, libreria","penna","lattuga","portafoglio","lattuga","posacenere","libreria"
"cuscino, cipolla","piatto, mais","mappa, cassettiera","cuscino","cipolla","piatto","mais","mappa","cassettiera"
"pomodoro, crostino","lavagna, soglia","rana, satellite","pomodoro","crostino","lavagna","soglia","rana","satellite"
"mais, lanterna","verde, sole","cipolla, equilatero","mais","lanterna","verde","sole","cipolla","equilatero"
"mais, coccodrillo","bidet, pidocchio","gessetto, pidocchio","mais","coccodrillo","bidet","pidocchio","gessetto","pidocchio"
"succo, documento","crostino, cassettiera","succo, ciliegio","succo","documento","crostino","cassettiera","succo","ciliegio"
"limone, documento","cipolla, autorità","timone, pidocchio","limone","documento","cipolla","autorità","timone","pidocchio"
"sole, coccodrillo","limone, pomodoro","cavolo, leone","sole","coccodrillo","limone","pomodoro","cavolo","leone"
"timone, cavolo","cucchiaio, verde","fiammifero, gessetto","timone","cavolo","cucchiaio","verde","fiammifero","gessetto"
"limone, sole","cucchiaio, mais","cuscino, mais","limone","sole","cucchiaio","mais","cuscino","mais"
"sole, documento","piatto, cipolla","cucchiaio, spinaci","sole","documento","piatto","cipolla","cucchiaio","spinaci"
"lavagna, viola","giallo, pomodoro","lattuga, agenda","lavagna","viola","giallo","pomodoro","lattuga","agenda"
"lattuga, satellite","﻿anello, lattuga","agenda, autorità","lattuga","satellite","﻿anello","lattuga","agenda","autorità"
"braccialetto, menta","giallo, appuntamento","coccodrillo, appuntamento","braccialetto","menta","giallo","appuntamento","coccodrillo","appuntamento"
"penna, verde","braccialetto, timone","menta, ciliegio","penna","verde","braccialetto","timone","menta","ciliegio"
"portafoglio, autorità","lavagna, blu","﻿anello, equilibrio","portafoglio","autorità","lavagna","blu","﻿anello","equilibrio"
"coccodrillo, bidet","rosa, sega","portafoglio, appuntamento","coccodrillo","bidet","rosa","sega","portafoglio","appuntamento"
"﻿anello, sega","posacenere, damigiana","libreria, autostrada","﻿anello","sega","posacenere","damigiana","libreria","autostrada"
"timone, autostrada","portafoglio, menta","spremiagrumi, bidet","timone","autostrada","portafoglio","menta","spremiagrumi","bidet"
"viola, spinaci","mappa, autorità","spinaci, lanterna","viola","spinaci","mappa","autorità","spinaci","lanterna"
"penna, spinaci","braccialetto, documento","autorità, soglia","penna","spinaci","braccialetto","documento","autorità","soglia"
"ciotola, mappa","ciliegio, mappa","gessetto, bersaglio","ciotola","mappa","ciliegio","mappa","gessetto","bersaglio"
"succo, pidocchio","limone, spremiagrumi","portafoglio, crostino","succo","pidocchio","limone","spremiagrumi","portafoglio","crostino"
"rosa, autostrada","spinaci, equilibrio","verde, rosa","rosa","autostrada","spinaci","equilibrio","verde","rosa"
"giallo, menta","posacenere, sega","cucchiaio, crostino","giallo","menta","posacenere","sega","cucchiaio","crostino"
